wav,words
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3437.wav,یہ تصویر سیدھی کرو
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3438.wav,اتنا خوفناک تھا کہ اداکارہ کی
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3439.wav,اسی کی تو فکر ہے مجھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3440.wav,یہ تھرلر فلمیں دیکھنے کے لیے تیار ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3441.wav,اس کے لیے سب سے زیادہ ذمہ داری پیپلزپارٹی کی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3442.wav,چوہدری شجاعت اس وقت وزیر داخلہ تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3443.wav,کہیں ایسا تو نہیں کہ
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3444.wav,دانشوران کرام جمہوریت کا راگ الاپتے ہیں یا
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3445.wav,برٹش گراں پری کا ٹائٹل جرمنی کے سبسٹن ویٹل کے نام
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3446.wav,عقل بڑی کہ بھینس
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3447.wav,پاکستان کرکٹ ٹیم کے دورہ ئرلینڈ اور انگلینڈ کیلئے ٹیم کا اعلان ہو گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3448.wav,وقت وقت کی بات ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3449.wav,مجھے کس تاریخ کو سفر کرنا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3450.wav,اب تویہاں میاں افتخار بھی اجنبی دکھائی دیتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3451.wav,مغربی ایشیا
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3452.wav,جنہیں پاکستانی ٹیم کی شکستوں پر نہ تشویش ہے اور نہ شرمندگی
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3453.wav,کرکٹ میں کرپٹ ترین بکیز بھارتی ہیں ائی سی سی عہدیدار
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3454.wav,برطانیہ میں خود ٹھنڈا ہونے والا مشروب اسی سال فروخت کے لئے پیش کیاجائے گا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3455.wav,عجیب مذاق ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3456.wav,ارمی چیفشاہد افریدی اور مداحوں کا مشکور ہوں انعام بٹ
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3457.wav,تاخیر کا شکار ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3458.wav,کسی بھی قسم کی تکرار یا بار بار ترغیب غنودگی جیسی کیفیت پیدا کرتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3459.wav,یہاں تو اقتدار ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3460.wav,اس لیے اُسے کام سے نکالنا پڑا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3461.wav,حالی کے ہاں مغرب غیر نہیں ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3462.wav,اسی سے سیاسی جماعتیں اپنی حکمت عملی کشید کریں گی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3463.wav,پاکستانی خوش گمان لوگ ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3464.wav,آپ تو جانتے ہیں کہ میرے باس فارغ وقت تو ہوتا نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3465.wav,اُس پرانی فلم نے میری بچپن کی یادیں تازہ کردیں
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3466.wav,امریکا کا ٹک ٹاک
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3467.wav,وہ فورا مل گیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3468.wav,یمن میں نوجوانوں کی زندگی
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3469.wav,تو لوگ اس کی عظمت کے اعتراف میں مضامین لکھتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3470.wav,میں نے وجہ پوچھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3471.wav,رسول اکرم صلی اللہ علیہ وسلم عثمان غنی پر مکمل اعتماد
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3472.wav,آئیآراےایس
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3473.wav,فصل خراب ہونے سے سبزیوں کی قلت ہوگئی
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3474.wav,یونیورسٹیوں کے اخراجات ہائیر ایجوکیشن کمیشن کی دی گئی گرانٹ سے پورے ہوتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3475.wav,ترقیاتی کاموں کے لیے بجٹ کی خطیر رقم مختص کی گئی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0029M3476.wav,ہاں خیریت ہی ہے۔۔۔ کلاس لینے کا کوئی ارادہ ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3477.wav,مصر ڈکٹیٹرشپ کی لپیٹ میں پھر سے ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3478.wav,میٹھے انڈے کا ذائقہ چکھتے ہی سب اس پر ٹوٹ پڑے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3479.wav,لیکن ریپبلکن مارج روکیما آر نیو جرسی
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3480.wav,ضرورت مندوں کے بارے میں نہ سوچنے کی کوشش کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3481.wav,غربت کی مار کہیے یا وسائل کی کمی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3482.wav,تلہ گنگ نزدیک ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3483.wav,بڑھاپے میں جاگنگ ایک اچھی عادت ہے ورنہ سیر کرنا ایک نعمت سے کم نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3484.wav,اللہ تعالی کی قدرت کے ساتھ جنگ ہی نہیں بلکہ اپنے ماحول کو اپنے ہی ہاتھوں تباہ کرنا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3485.wav,یاسر شاہ نے ایک ہی دن میں کئی ریکارڈز اپنے نام کر لیے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3486.wav,پی ایس ایل تھری میں لیوک رونکی ٹورنامنٹ کے بہترین کھلاڑی قرار
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3487.wav,اس کے ناول، زیادہ تر، بہت غیر دلچسپ ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3488.wav,بلکہ کپتانی کے ساتھ بھی یہی برتاؤ کیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3489.wav,لباسِ ظاہری کو گندگی اور نجاست سے آلودہ نہ ہونے دے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3490.wav,ممبئی بالی ووڈ کے شہنشاہ امیتابھبچن کی صاحبزادی شویتا بچن نے اپنی بھابھی ایشوریا کے بارے ایک راز اگل دیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3491.wav,جس میں پاکستانیوں کو محض ایک اچھے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3492.wav,سو اللہ اللہ کر کے آملیٹ تیار ہوئے روٹیوں کو گرم کیا گیااور دستر خوان سج گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3493.wav,اس سوال کے ساتھ لوگوں کی دلچسپی بڑھتی جا رہی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3494.wav,وہ سنگین الزامات کی گرفت میں ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3495.wav,مخالفین نفسیاتی محاذ پر زیادہ سرگرم ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3496.wav,حیات شیخ چلی کے چند صفحات پروف دوم کے لیے میسر ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3497.wav,فیفا ورلڈ کپ جاپان کی ٹیم بیلجیئم کیخلاف میدان میں اترے گی
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3498.wav,میئر کراچی وسیم اختر کی زیر صدارت بلدیہ عظمی کراچی کی کونسل کا اجلاس
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3499.wav,فن لینڈ
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3500.wav,یہ کسی ایک فرد کی ذمہ داری نہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3501.wav,ہزاروں میں بہتر تن تھے تسلیم و رضا والے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3502.wav,پرندہ اللہ تعالی کرنا حسین تخلیق ہونا جو ہمارہ ارد گرد کا ماحول میں بسیرا کرنا ہونا
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3503.wav,رکھنے والے حلقے یہ تاثر پھیلا رہے ہیں کہ اعلی
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3504.wav,کہ حقیقت خرافات میں کھو گئی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3505.wav,اس کی آنکھیں نشیلی ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3506.wav,اس ڈر سے نیندیں حرام ہو چلی ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3507.wav,فرشتے سراپاخیر مخلوق ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3508.wav,اپنا سامان ادھر ادھر چھوڑ دیتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3509.wav,ان کا عزم بجا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3510.wav,میں اور میرے دوست اس مہمان نوازی پر ششدر رہ گئے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3511.wav,اس صورتحال کا سامنا کیسے کیا جائے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3512.wav,بلکہ اخبارات کا ریگولر فیچر تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3513.wav,آپ کو اپنا مسئلہ خود حل کرنا پڑے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3514.wav,گاہ جلتی ہوئی گاہ بجھتی ہوئی
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3515.wav,سید منظور الحسن
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3516.wav,ذخیرہ الفاظ رکھتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3517.wav,میرے جوتے پالش کروا دیجئے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3518.wav,ہمارے ہاں انصاف اور جمہوریت کا حال۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3519.wav,اور جو خدا کے ذکر سے اعراض کر لیتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3520.wav,پھر ہماری بات میں کچھ وزن پیدا ہو۔
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3521.wav,میں خود کروں گا
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3522.wav,ملانے والی اُداس سی رابطہ سڑک
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3523.wav,ملک میں ایک تعلیمی نظام کیوں نہیں ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3524.wav,اس بزم میں مجھے نہیں بنتی حیا کیے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3525.wav,جہنم کا جو نقشہ قرآن پاک میں پیش کیا گیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3526.wav,ہاتھ کنگن کو آرسی کیا اور پڑھے لکھے کو فارسی کیا
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3527.wav,لیکن جب سے ان کے ماحول دشمن اثرات
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3528.wav,اور آبی جانوروں میں بطخیں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3529.wav,ہماری سوچ سے بڑھ کر
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3530.wav,پاکستان میں لاک ڈاون کی شروعات تھیں
/content/speechbrain/templates/speech_recognition/data/train/ur0030M3531.wav,پولیس کی اصلاح ہو۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3532.wav,کراچی وزیر اعلی سندھ کا نیشنل اسٹیڈیم کا دورہ سکیورٹی انتظامات کا جائزہ
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3533.wav,لیکن پھر کیا ہو گا؟
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3534.wav,جو خود کو یہ کہہ کر تسلی دے رہے ہیں کہ پاکستان زمبابوے کے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3535.wav,گوگل کا ڈوڈل کے ذریعے نازیہ حسن کو خراج تحسین
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3536.wav,بالائی سطح پر پاکستان میں کرپشن کا خاتمہ ہو چکا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3537.wav,ممبئی شوبزڈیسک بالی وڈ اداکار امیتابھ بچن اور شاہ رخ خان اب کسی بھی فلم میں ایک ساتھ نظر نہیں آئیں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3538.wav,تربیلا چوتھے توسیعی پن بجلی منصوبے کا پہلا یونٹ پریشنل ہوگیا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3539.wav,پاکستان میں ہر جگہ ہی دھاندلی کی گی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3540.wav,بحران کا سامنا قوم اورملک کو ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3541.wav,ایسے لوگ عام طور پر نظر نہیں آتے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3542.wav,حکومت بلوچستان ان نایاب جنگلی حیات کی تحفظ کو یقینی بنائے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3543.wav,جگر اور دل نے اب تک ساتھ دیا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3544.wav,اِن لوگوں کی آنکھیں بڑی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3545.wav,دینے کے لئے تیّار نہ تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3546.wav,دعا ہے کہ الله عزہ وجل آپ کی توفیقات خیر میں اضافہ فرمائے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3547.wav,بقیہ پورا ٹور تو ٹیم نے اچھی کارکردگی دکھائی ہے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3548.wav,اور ان کی نند شویتا بچن
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3549.wav,یہ تو کچھ نہیں یہاں بیسبال کھیلنا منع ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3550.wav,واپس لوٹے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3551.wav,سینیٹر جان ڈین فورتھ آر مو
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3552.wav,ریلوے کی تمام مسافر کوچز اگلے دو برسوں میں اپ گریڈ کر دیں گے سعد رفیق
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3553.wav,اگر وہ سمجھتا ہے کہ نئے پاکستان میں سب اچھا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3554.wav,حکمران جھوٹ بولتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3555.wav,یہ کسی صورت ممکن نہیں ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3556.wav,اب جب نون لیگ پہ گہرے بادل چھا رہے ہیں‘ یہ بھولی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3557.wav,ترکی خود کو خطے کی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3558.wav,سیاسی جماعتوں کو عوامی شعور کی تربیت کرنی چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3559.wav,گانوں کیلئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3560.wav,دس یا نو دن یا پھر پانچ گھنٹے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3561.wav,پبلک اکانٹس کمیٹیوزارت اطلاعات کو بجٹ سے زائد ثانوی گرانٹ جاری ہونے کا انکشاف
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3562.wav,شہر سے دور ہونے کے باعث یہاں گاڑیوں کی آمدورفت بہت کم ہوتی ہے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3563.wav,نہ موسیقی ممکن ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3564.wav,ہوش سے کام لو
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3565.wav,اللہ ہمیں سوچنے سمجھنے اور دوسرے انسانوں کے دکھ اور تکلیف کو محسوس کرنے کی توفیق دے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3566.wav,یہ ماضی میں خلافت عباسیہ کا مرکز تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3567.wav,وزیر اعظم نے ورلڈ اکنامک فورم پہ اپنی قادرالکلامی کی دھوم مچا دی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3568.wav,ادھر ڈیلن کی سنجیدگی مثالی تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3569.wav,میں آپ کی واپسی تک یہیں انتظار کروں گا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3570.wav,سوال پھر اٹھتا ہے کہ اگر ایسا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3571.wav,موٹو جی پی گراں پری اسپین کے مارک مارکوئز نےٹائٹل جیت لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3572.wav,آپ نے فرمایا: شیطان انسانی جسم میں اسی طرح گرداں ہے جیسے خون گرداں ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3573.wav,ہماری یونیورسٹی انتظامیہ نے بھی ہمیں متبنہ کیا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3574.wav,ایک طرف وہ بھارت کے ساتھ مذاکرات کی بات کرتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3575.wav,اپنے مسائل میں گھر جاتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3576.wav,گوئچ ان
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3577.wav,ادارے کریں بھی کیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3578.wav,اب پرانے وقتوں کی طرح نہ تو ایک دوسرے کا خیال رکھنے کی عادت رہی ہے اور نہ ہی دلوں میں گنجائش
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3579.wav,رہنمائ کے لیے دوسروں کا انتظار کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3580.wav,قریشی صاحب چھ نکات قرآن اور بائبل تو
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3581.wav,وُڈ کلف لیک اینجے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3582.wav,بس ہوا کی سنسناہٹ ہے یا کبھی کبھی بھنورے کی آواز سنائی دیتی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3583.wav,تو وہ جوتی پرمار ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3584.wav,ان کے دل کی آواز تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3585.wav,بظاہر فلم غیر شائستہ ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3586.wav,یہ ملک کے لئے کوئی نیک شگون نہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3587.wav,وسٹا پہلا اوپریٹنگ سسٹم ہے جو مکمل طور پر بٹ کو سپورٹ کرتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3588.wav,گلاب اور چنبیلی کے پھولوں کا نام ہم بچپن سے سنتے آ رہے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3589.wav,میرے ہاں بچہ ہونے والا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3590.wav,وہی جمہوریت جس کی مذمت صبح و شام ہمارا وظیفہ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3591.wav,مکمل ہو گا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3592.wav,مجھے لگتا ہے بات نہیں کرنا چاہتے آپ
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3593.wav,تم مجھے اس طرح حکم دینے والے کون ہوتے ہو؟
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3594.wav,پریمییر لیگ فٹبال مانچسٹر یونائیٹڈ نے ٹاپ ٹیم مانچسٹر سٹی سے فتح چھین لی
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3595.wav,سوچنا ہے ضرور ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3596.wav,اگر حکومت یہ کام نہیں کررہی تو پھر باغی کررہے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3597.wav,یہ آسان آپریشن نہ تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3598.wav,مغربی میڈیا میں فیشن بن چکا ہے کہ پاکستان میں ہونے والےہر واقعہ میں آئی ایس آئی کو ملوث کیا جاۓ
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3599.wav,میں فجر کی نماز ادا کر تاہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3600.wav,بہت بُرا ہُوں! کسی کا بُرا نہ کر پایا
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3601.wav,اور منکر نکیرہستہ ہوا چلا جاتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3602.wav,انہیں ریلیز نہیں کر رہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3603.wav,انسان اپنی آنکھوں سے دیکھتا ہوا کسی نہ کسی منظر میں کھو جاتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3604.wav,اب جارحانہ کرکٹ کا دور ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3605.wav,ہت سے مزدور ہلاک اور زخمی کر دے
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3606.wav,مزاحیہ چِیز ضارب کہتا ہے یہ دونوں امیدوار رڈلف گیلانی کہلاتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3607.wav,یجنسی سے وضاحت مانگی جا رہی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3608.wav,جیسا بھی مسئلہ تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3609.wav,کرپشن کے الزامات میں آپ گھرے ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3610.wav,آخر یہاں مردہ انسانوں کے گوشت کھانے والے بھی ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0031M3611.wav,مہنگائی سے رات کو نیند نہیں آتی قیمتیں کنٹرول کرنے کے لیے کوشاں ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3612.wav,ہمارے ساتھ ایسا نہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3613.wav,گڈریا چوپایوں کو ہانکتا ہوا اپنے ٹھکانے کی طرف جا رہا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3614.wav,دل افسردہ پڑ جاتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3615.wav,کہ پاکستانی ٹیم صرف مصباح الحق پر مشتمل نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3616.wav,کوئلے کے بجلی گھر ماحولیاتی آلودگی کا باعث ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3617.wav,تب میڈیا تو نہیں تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3618.wav,یہاں موجود نہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3619.wav,وہاں سکیورٹی کا ایک نظام کار ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3620.wav,ٹی ٹؤنٹی کو بنیاد بنا کر
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3621.wav,یہ بحران تو نہیں تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3622.wav,اب ایک نظر ہماری ایران پالیسی پر۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3623.wav,تو کیا غلاظت و زحمت نہیں بنے گا ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3624.wav,مسئلہ جمہوریت نہیں، کثرت کی خواہش ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3625.wav,جہاں میں زیرتعلیم ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3626.wav,انڈسٹری ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3627.wav,معلوم ہوتا ہے کہ ہر انسان کے ساتھ کچھ غیر مادی طاقتیں وابستہ ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3628.wav,یَہاں ہَر آدمی پرند سے محبت کرنا ہونا ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3629.wav,وہ پس پردہ چلاگیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3630.wav,موسم گرما کے آغاز پر ہی بجلی کا شارٹ فال دیکھنے کو مل رہا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3631.wav,روٹ پرمٹ سیاسی بنیادوں پہ ملتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3632.wav,یہ کیفیت دیوانگی تک لے جاتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3633.wav,اس کے لیے وہ ناظرین کی تعداد میں اضافہ چاہتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3634.wav,اس وقت یہ پاکستان میں سیاحت کے لیئے موجود تھیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3635.wav,احتسابی عمل کا ساتھ دینا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3636.wav,کاریں بہت تھوڑی تھیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3637.wav,جو کرسی پہ ہوتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3638.wav,چاند کا ٹکڑا ہو تم۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3639.wav,آطف اسلم غصے میں
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3640.wav,اقتدار میں ظاہر ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3641.wav,ابھی کتاب آئی نہیں تو یہ حالت ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3642.wav,ترقی صرف معاشی شعبے میں نہیں ہوتی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3643.wav,تو کسی اور کے زور پہ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3644.wav,لیکن اج اسے پولیس سے
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3645.wav,واقعے کی ویڈیو سوشل میڈیا پر وائرل ہو گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3646.wav,اور ونڈوز ایٹ کی جانب راغب ہوں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3647.wav,لیکن ان کی بھی ایک فلم
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3648.wav,ایسی ایسی ادویات ایجاد کی ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0032M3649.wav,اس وقت صرف ایک نور خان نہیں تھا۔
